edge,title
"('r3d100012491', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012498', 'eng')",WRITTEN_IN
"('r3d100012498', '3 Natural Sciences')",ABOUT
"('r3d100012498', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012498', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012498', 'Community Climate Model - CCM')",CONTAINS
"('r3d100012498', 'atmospheric')",CONTAINS
"('r3d100012498', 'climate model')",CONTAINS
"('r3d100012498', 'earth')",CONTAINS
"('r3d100012498', 'forecasting')",CONTAINS
"('r3d100012498', 'geoengeneering')",CONTAINS
"('r3d100012498', 'ice')",CONTAINS
"('r3d100012498', 'land surface')",CONTAINS
"('r3d100012498', 'ocean')",CONTAINS
"('r3d100012498', 'simulation')",CONTAINS
"('r3d100012498', 'Raw data')",HAS_CONTENT
"('r3d100012498', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012498', 'Standard office documents')",HAS_CONTENT
"('r3d100012498', 'Structured graphics')",HAS_CONTENT
"('r3d100012498', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012500', 'eng')",WRITTEN_IN
"('r3d100012500', '3 Natural Sciences')",ABOUT
"('r3d100012500', '302 Chemical Solid State and Surface Research')",ABOUT
"('r3d100012500', '30203 Theory and Modelling')",ABOUT
"('r3d100012500', '31 Chemistry')",ABOUT
"('r3d100012500', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012500', '31301 Atmospheric Science')",ABOUT
"('r3d100012500', '31302 Oceanography')",ABOUT
"('r3d100012500', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012500', 'climate')",CONTAINS
"('r3d100012500', 'earth science')",CONTAINS
"('r3d100012500', 'meteorology')",CONTAINS
"('r3d100012500', 'temperature')",CONTAINS
"('r3d100012500', 'troposhere')",CONTAINS
"('r3d100012500', 'weather')",CONTAINS
"('r3d100012500', 'Audiovisual data')",HAS_CONTENT
"('r3d100012500', 'Images')",HAS_CONTENT
"('r3d100012500', 'Raw data')",HAS_CONTENT
"('r3d100012500', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012500', 'Standard office documents')",HAS_CONTENT
"('r3d100012500', 'Structured graphics')",HAS_CONTENT
"('r3d100012500', 'other')",HAS_CONTENT
"('r3d100012500', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012500', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100012561', 'eng')",WRITTEN_IN
"('r3d100012561', '2 Life Sciences')",ABOUT
"('r3d100012561', '202 Plant Sciences')",ABOUT
"('r3d100012561', '204 Microbiology, Virology and Immunology')",ABOUT
"('r3d100012561', '21 Biology')",ABOUT
"('r3d100012561', '22 Medicine')",ABOUT
"('r3d100012561', 'Diversity Workbench')",CONTAINS
"('r3d100012561', 'descriptive data')",CONTAINS
"('r3d100012561', 'ectomycorrhizae')",CONTAINS
"('r3d100012561', 'fungi')",CONTAINS
"('r3d100012561', 'identification key')",CONTAINS
"('r3d100012561', 'mycorrhiza')",CONTAINS
"('r3d100012561', 'plants')",CONTAINS
"('r3d100012561', 'trait data')",CONTAINS
"('r3d100012561', 'Databases')",HAS_CONTENT
"('r3d100012561', 'Images')",HAS_CONTENT
"('r3d100012561', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012585', 'eng')",WRITTEN_IN
"('r3d100012585', '3 Natural Sciences')",ABOUT
"('r3d100012585', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012585', '315 Geophysics and Geodesy')",ABOUT
"('r3d100012585', '317 Geography')",ABOUT
"('r3d100012585', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012585', 'CMIP5')",CONTAINS
"('r3d100012585', 'climate')",CONTAINS
"('r3d100012585', 'earth science')",CONTAINS
"('r3d100012585', 'environmental science')",CONTAINS
"('r3d100012585', 'Databases')",HAS_CONTENT
"('r3d100012585', 'Images')",HAS_CONTENT
"('r3d100012585', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012585', 'Software applications')",HAS_CONTENT
"('r3d100012585', 'Source code')",HAS_CONTENT
"('r3d100012585', 'Standard office documents')",HAS_CONTENT
"('r3d100012585', 'Structured graphics')",HAS_CONTENT
"('r3d100012585', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100012594', 'eng')",WRITTEN_IN
"('r3d100012594', '2 Life Sciences')",ABOUT
"('r3d100012594', '202 Plant Sciences')",ABOUT
"('r3d100012594', '20202 Plant Ecology and Ecosystem Analysis')",ABOUT
"('r3d100012594', '21 Biology')",ABOUT
"('r3d100012594', '3 Natural Sciences')",ABOUT
"('r3d100012594', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012594', '31302 Oceanography')",ABOUT
"('r3d100012594', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012594', 'biodiversity')",CONTAINS
"('r3d100012594', 'boreal coastal ecysystems')",CONTAINS
"('r3d100012594', 'ecology')",CONTAINS
"('r3d100012594', 'global change')",CONTAINS
"('r3d100012594', 'kelp forests')",CONTAINS
"('r3d100012594', 'marine reef')",CONTAINS
"('r3d100012594', 'ocean')",CONTAINS
"('r3d100012594', 'Databases')",HAS_CONTENT
"('r3d100012594', 'Images')",HAS_CONTENT
"('r3d100012594', 'Plain text')",HAS_CONTENT
"('r3d100012594', 'Raw data')",HAS_CONTENT
"('r3d100012594', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012594', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012594', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100012800', 'eng')",WRITTEN_IN
"('r3d100012800', 'fra')",WRITTEN_IN
"('r3d100012800', '1 Humanities and Social Sciences')",ABOUT
"('r3d100012800', '2 Life Sciences')",ABOUT
"('r3d100012800', '3 Natural Sciences')",ABOUT
"('r3d100012800', '4 Engineering Sciences')",ABOUT
"('r3d100012800', 'Canada')",CONTAINS
"('r3d100012800', 'multidisciplinary')",CONTAINS
"('r3d100012800', 'Archived data')",HAS_CONTENT
"('r3d100012800', 'Plain text')",HAS_CONTENT
"('r3d100012800', 'Standard office documents')",HAS_CONTENT
"('r3d100012800', 'Structured text')",HAS_CONTENT
"('r3d100012800', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012894', 'eng')",WRITTEN_IN
"('r3d100012894', '3 Natural Sciences')",ABOUT
"('r3d100012894', '314 Geology and Palaeontology')",ABOUT
"('r3d100012894', '31401 Geology and Palaeontology')",ABOUT
"('r3d100012894', '315 Geophysics and Geodesy')",ABOUT
"('r3d100012894', '317 Geography')",ABOUT
"('r3d100012894', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012894', 'atmosphere')",CONTAINS
"('r3d100012894', 'biosphere')",CONTAINS
"('r3d100012894', 'climate changes')",CONTAINS
"('r3d100012894', 'climatology')",CONTAINS
"('r3d100012894', 'corals')",CONTAINS
"('r3d100012894', 'earth history')",CONTAINS
"('r3d100012894', 'ice sheets')",CONTAINS
"('r3d100012894', 'microfossils')",CONTAINS
"('r3d100012894', 'paleoclimate data standards')",CONTAINS
"('r3d100012894', 'paleoclimatology')",CONTAINS
"('r3d100012894', 'physical geography')",CONTAINS
"('r3d100012894', 'rocks')",CONTAINS
"('r3d100012894', 'sediments')",CONTAINS
"('r3d100012894', 'shells')",CONTAINS
"('r3d100012894', 'tree rings')",CONTAINS
"('r3d100012894', 'Images')",HAS_CONTENT
"('r3d100012894', 'Raw data')",HAS_CONTENT
"('r3d100012894', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012894', 'Software applications')",HAS_CONTENT
"('r3d100012894', 'Structured graphics')",HAS_CONTENT
"('r3d100012894', 'other')",HAS_CONTENT
"('r3d100012894', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012899', 'eng')",WRITTEN_IN
"('r3d100012899', '3 Natural Sciences')",ABOUT
"('r3d100012899', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012899', '31301 Atmospheric Science')",ABOUT
"('r3d100012899', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012899', 'Kelvin wave energetics')",CONTAINS
"('r3d100012899', 'circulation maps')",CONTAINS
"('r3d100012899', 'hovmöller diagrams')",CONTAINS
"('r3d100012899', 'polar maps')",CONTAINS
"('r3d100012899', 'tropical zonal winds')",CONTAINS
"('r3d100012899', 'Images')",HAS_CONTENT
"('r3d100012899', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012899', 'Software applications')",HAS_CONTENT
"('r3d100012899', 'Standard office documents')",HAS_CONTENT
"('r3d100012899', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100012909', 'eng')",WRITTEN_IN
"('r3d100012909', '1 Humanities and Social Sciences')",ABOUT
"('r3d100012909', '3 Natural Sciences')",ABOUT
"('r3d100012909', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012909', '31302 Oceanography')",ABOUT
"('r3d100012909', '314 Geology and Palaeontology')",ABOUT
"('r3d100012909', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012909', 'FAIR')",CONTAINS
"('r3d100012909', 'climate change')",CONTAINS
"('r3d100012909', 'natural science')",CONTAINS
"('r3d100012909', 'research data')",CONTAINS
"('r3d100012909', 'Networkbased data')",HAS_CONTENT
"('r3d100012909', 'Plain text')",HAS_CONTENT
"('r3d100012909', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012909', 'Software applications')",HAS_CONTENT
"('r3d100012909', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100012935', 'eng')",WRITTEN_IN
"('r3d100012935', '3 Natural Sciences')",ABOUT
"('r3d100012935', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100012935', '31301 Atmospheric Science')",ABOUT
"('r3d100012935', '315 Geophysics and Geodesy')",ABOUT
"('r3d100012935', '316 Geochemistry, Mineralogy and Crystallography')",ABOUT
"('r3d100012935', '317 Geography')",ABOUT
"('r3d100012935', '31702 Human Geography')",ABOUT
"('r3d100012935', '318 Water Research')",ABOUT
"('r3d100012935', '34 Geosciences (including Geography)')",ABOUT
"('r3d100012935', 'SLTS')",CONTAINS
"('r3d100012935', ""Simulation Laboratory 'Terrestrial Systems'"")",CONTAINS
"('r3d100012935', 'TSMP')",CONTAINS
"('r3d100012935', 'Terrestrial Systems Modeling Platform')",CONTAINS
"('r3d100012935', 'atmosphere')",CONTAINS
"('r3d100012935', 'climatology')",CONTAINS
"('r3d100012935', 'groundwater')",CONTAINS
"('r3d100012935', 'land-surface')",CONTAINS
"('r3d100012935', 'simulation')",CONTAINS
"('r3d100012935', 'Images')",HAS_CONTENT
"('r3d100012935', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100012935', 'other')",HAS_CONTENT
"('r3d100012935', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100013130', 'eng')",WRITTEN_IN
"('r3d100013130', '2 Life Sciences')",ABOUT
"('r3d100013130', '202 Plant Sciences')",ABOUT
"('r3d100013130', '20202 Plant Ecology and Ecosystem Analysis')",ABOUT
"('r3d100013130', '21 Biology')",ABOUT
"('r3d100013130', '3 Natural Sciences')",ABOUT
"('r3d100013130', '34 Geosciences (including Geography)')",ABOUT
"('r3d100013130', 'biogeoclimatic zone')",CONTAINS
"('r3d100013130', 'biological life cycle')",CONTAINS
"('r3d100013130', 'citizen science')",CONTAINS
"('r3d100013130', 'climate')",CONTAINS
"('r3d100013130', 'continental-scale phenological observatory')",CONTAINS
"('r3d100013130', 'phenology')",CONTAINS
"('r3d100013130', 'photoperiod')",CONTAINS
"('r3d100013130', 'temperature')",CONTAINS
"('r3d100013130', 'vegetation')",CONTAINS
"('r3d100013130', 'Images')",HAS_CONTENT
"('r3d100013130', 'other')",HAS_CONTENT
"('r3d100013130', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100013158', 'eng')",WRITTEN_IN
"('r3d100013158', '1 Humanities and Social Sciences')",ABOUT
"('r3d100013158', '101 Ancient Cultures')",ABOUT
"('r3d100013158', '11 Humanities')",ABOUT
"('r3d100013158', 'BCLIMATE simulation')",CONTAINS
"('r3d100013158', 'COSMO-CLM')",CONTAINS
"('r3d100013158', 'ECHAM')",CONTAINS
"('r3d100013158', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100013158', 'Structured text')",HAS_CONTENT
"('r3d100013158', 'other')",HAS_CONTENT
"('r3d100013158', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100013232', 'eng')",WRITTEN_IN
"('r3d100013232', '3 Natural Sciences')",ABOUT
"('r3d100013232', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100013232', '31302 Oceanography')",ABOUT
"('r3d100013232', '34 Geosciences (including Geography)')",ABOUT
"('r3d100013232', 'climate change')",CONTAINS
"('r3d100013232', 'coastal areas')",CONTAINS
"('r3d100013232', 'marine resources')",CONTAINS
"('r3d100013232', 'Archived data')",HAS_CONTENT
"('r3d100013232', 'Images')",HAS_CONTENT
"('r3d100013232', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100013232', 'Source code')",HAS_CONTENT
"('r3d100013232', 'other')",HAS_CONTENT
"('r3d100013232', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100013260', 'eng')",WRITTEN_IN
"('r3d100013260', '2 Life Sciences')",ABOUT
"('r3d100013260', '207 Agriculture, Forestry, Horticulture and Veterinary Medicine')",ABOUT
"('r3d100013260', '20701 Soil Sciences')",ABOUT
"('r3d100013260', '23 Agriculture, Forestry, Horticulture and Veterinary Medicine')",ABOUT
"('r3d100013260', '3 Natural Sciences')",ABOUT
"('r3d100013260', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100013260', '31301 Atmospheric Science')",ABOUT
"('r3d100013260', '34 Geosciences (including Geography)')",ABOUT
"('r3d100013260', 'carbon dioxide')",CONTAINS
"('r3d100013260', 'climate')",CONTAINS
"('r3d100013260', 'ecosystem')",CONTAINS
"('r3d100013260', 'Archived data')",HAS_CONTENT
"('r3d100013260', 'Images')",HAS_CONTENT
"('r3d100013260', 'Plain text')",HAS_CONTENT
"('r3d100013260', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100013260', 'Standard office documents')",HAS_CONTENT
"('r3d100013260', 'Structured graphics')",HAS_CONTENT
"('r3d100013260', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100013372', 'eng')",WRITTEN_IN
"('r3d100013372', '3 Natural Sciences')",ABOUT
"('r3d100013372', '315 Geophysics and Geodesy')",ABOUT
"('r3d100013372', '31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy')",ABOUT
"('r3d100013372', '317 Geography')",ABOUT
"('r3d100013372', '31701 Physical Geography')",ABOUT
"('r3d100013372', '34 Geosciences (including Geography)')",ABOUT
"('r3d100013372', 'climate')",CONTAINS
"('r3d100013372', 'environmental data')",CONTAINS
"('r3d100013372', 'hydrology')",CONTAINS
"('r3d100013372', 'land cover')",CONTAINS
"('r3d100013372', 'land degradation')",CONTAINS
"('r3d100013372', 'soil')",CONTAINS
"('r3d100013372', 'terrain data')",CONTAINS
"('r3d100013372', 'vegetation')",CONTAINS
"('r3d100013372', 'Archived data')",HAS_CONTENT
"('r3d100013372', 'Images')",HAS_CONTENT
"('r3d100013372', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100013372', 'Standard office documents')",HAS_CONTENT
"('r3d100013372', 'Structured text')",HAS_CONTENT
"('r3d100013372', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100013372', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100013383', 'eng')",WRITTEN_IN
"('r3d100013383', '1 Humanities and Social Sciences')",ABOUT
"('r3d100013383', '101 Ancient Cultures')",ABOUT
"('r3d100013383', '10101 Prehistory')",ABOUT
"('r3d100013383', '10104 Classical Archaeology')",ABOUT
"('r3d100013383', '10105 Egyptology and Ancient Near Eastern Studies')",ABOUT
"('r3d100013383', '102 History')",ABOUT
"('r3d100013383', '11 Humanities')",ABOUT
"('r3d100013383', '3 Natural Sciences')",ABOUT
"('r3d100013383', '301 Molecular Chemistry')",ABOUT
"('r3d100013383', '305 Biological Chemistry and Food Chemistry')",ABOUT
"('r3d100013383', '30502 Food Chemistry')",ABOUT
"('r3d100013383', '31 Chemistry')",ABOUT
"('r3d100013383', '316 Geochemistry, Mineralogy and Crystallography')",ABOUT
"('r3d100013383', '34 Geosciences (including Geography)')",ABOUT
"('r3d100013383', 'animal')",CONTAINS
"('r3d100013383', 'anthropology')",CONTAINS
"('r3d100013383', 'archaeobotany')",CONTAINS
"('r3d100013383', 'archaeology')",CONTAINS
"('r3d100013383', 'bioarchaeology')",CONTAINS
"('r3d100013383', 'diet')",CONTAINS
"('r3d100013383', 'human')",CONTAINS
"('r3d100013383', 'isotope')",CONTAINS
"('r3d100013383', 'mobility')",CONTAINS
"('r3d100013383', 'organic residue')",CONTAINS
"('r3d100013383', 'paleoclimate')",CONTAINS
"('r3d100013383', 'paleoenvironmental changes')",CONTAINS
"('r3d100013383', 'plant')",CONTAINS
"('r3d100013383', 'zooarchaeology')",CONTAINS
"('r3d100013383', 'Plain text')",HAS_CONTENT
"('r3d100013383', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100013383', 'Standard office documents')",HAS_CONTENT
"('r3d100013383', 'Structured text')",HAS_CONTENT
"('r3d100013383', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100013404', 'eng')",WRITTEN_IN
"('r3d100013404', '2 Life Sciences')",ABOUT
"('r3d100013404', '21 Biology')",ABOUT
"('r3d100013404', '3 Natural Sciences')",ABOUT
"('r3d100013404', '31 Chemistry')",ABOUT
"('r3d100013404', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100013404', '31302 Oceanography')",ABOUT
"('r3d100013404', '32 Physics')",ABOUT
"('r3d100013404', '34 Geosciences (including Geography)')",ABOUT
"('r3d100013404', 'biodiversity')",CONTAINS
"('r3d100013404', 'environment')",CONTAINS
"('r3d100013404', 'in-situ observations')",CONTAINS
"('r3d100013404', 'marine pollution')",CONTAINS
"('r3d100013404', 'maritime routing')",CONTAINS
"('r3d100013404', 'maritime security')",CONTAINS
"('r3d100013404', 'modelling')",CONTAINS
"('r3d100013404', 'monitoring')",CONTAINS
"('r3d100013404', 'ocean indicators')",CONTAINS
"('r3d100013404', 'satellite')",CONTAINS
"('r3d100013404', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100013404', 'Standard office documents')",HAS_CONTENT
"('r3d100013404', 'other')",HAS_CONTENT
"('r3d100013404', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100013469', 'eng')",WRITTEN_IN
"('r3d100013469', '3 Natural Sciences')",ABOUT
"('r3d100013469', '315 Geophysics and Geodesy')",ABOUT
"('r3d100013469', '31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy')",ABOUT
"('r3d100013469', '317 Geography')",ABOUT
"('r3d100013469', '318 Water Research')",ABOUT
"('r3d100013469', '31801 Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management')",ABOUT
"('r3d100013469', '34 Geosciences (including Geography)')",ABOUT
"('r3d100013469', 'biodiversity')",CONTAINS
"('r3d100013469', 'climate')",CONTAINS
"('r3d100013469', 'climatology')",CONTAINS
"('r3d100013469', 'cloud cover')",CONTAINS
"('r3d100013469', 'dem')",CONTAINS
"('r3d100013469', 'ecosystems')",CONTAINS
"('r3d100013469', 'freshwater')",CONTAINS
"('r3d100013469', 'land cover')",CONTAINS
"('r3d100013469', 'precipitation')",CONTAINS
"('r3d100013469', 'remote sensing')",CONTAINS
"('r3d100013469', 'spatial habitat heterogeneity')",CONTAINS
"('r3d100013469', 'topography')",CONTAINS
"('r3d100013469', 'Archived data')",HAS_CONTENT
"('r3d100013469', 'Databases')",HAS_CONTENT
"('r3d100013469', 'Images')",HAS_CONTENT
"('r3d100013469', 'Plain text')",HAS_CONTENT
"('r3d100013469', 'Raw data')",HAS_CONTENT
"('r3d100013469', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100013469', 'Standard office documents')",HAS_CONTENT
"('r3d100013469', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100013469', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100013512', 'eng')",WRITTEN_IN
"('r3d100013512', '4 Engineering Sciences')",ABOUT
"('r3d100013512', '44 Computer Science, Electrical and System Engineering')",ABOUT
"('r3d100013512', 'FAIR')",CONTAINS
"('r3d100013512', 'community database')",CONTAINS
"('r3d100013512', 'energy system analysis')",CONTAINS
"('r3d100013512', 'open energy data')",CONTAINS
"('r3d100013512', 'power system modelling')",CONTAINS
"('r3d100013512', 'Archived data')",HAS_CONTENT
"('r3d100013512', 'Databases')",HAS_CONTENT
"('r3d100013512', 'Raw data')",HAS_CONTENT
"('r3d100013512', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100013512', 'Software applications')",HAS_CONTENT
"('r3d100013512', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100013512', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100013582', 'eng')",WRITTEN_IN
"('r3d100013582', '3 Natural Sciences')",ABOUT
"('r3d100013582', '313 Atmospheric Science and Oceanography')",ABOUT
"('r3d100013582', '31301 Atmospheric Science')",ABOUT
"('r3d100013582', '34 Geosciences (including Geography)')",ABOUT
"('r3d100013582', 'atmospheric sciences')",CONTAINS
"('r3d100013582', 'environmental sciences')",CONTAINS
"('r3d100013582', 'geophysical sciences')",CONTAINS
"('r3d100013582', 'meteorology')",CONTAINS
"('r3d100013582', 'Archived data')",HAS_CONTENT
"('r3d100013582', 'Plain text')",HAS_CONTENT
"('r3d100013582', 'Raw data')",HAS_CONTENT
"('r3d100013582', 'Source code')",HAS_CONTENT
"('r3d100013582', 'Structured text')",HAS_CONTENT
"('r3d100013582', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100013636', 'eng')",WRITTEN_IN
"('r3d100013636', '2 Life Sciences')",ABOUT
"('r3d100013636', '202 Plant Sciences')",ABOUT
"('r3d100013636', '20204 Plant Physiology')",ABOUT
"('r3d100013636', '21 Biology')",ABOUT
"('r3d100013636', '23 Agriculture, Forestry, Horticulture and Veterinary Medicine')",ABOUT
"('r3d100013636', 'climate change')",CONTAINS
"('r3d100013636', 'earth system')",CONTAINS
"('r3d100013636', 'ecosystem')",CONTAINS
"('r3d100013636', 'environment')",CONTAINS
"('r3d100013636', 'meteorology')",CONTAINS
"('r3d100013636', 'soil hydrology')",CONTAINS
"('r3d100013636', 'tropical forest')",CONTAINS
"('r3d100013636', 'vegetation')",CONTAINS
"('r3d100013636', 'water-table dynamics')",CONTAINS
"('r3d100013636', 'Raw data')",HAS_CONTENT
"('r3d100013636', 'dataProvider')",HAS_PROVIDER_TYPE
"('r3d100013636', 'serviceProvider')",HAS_PROVIDER_TYPE
"('r3d100013641', 'eng')",WRITTEN_IN
"('r3d100013641', '2 Life Sciences')",ABOUT
"('r3d100013641', '207 Agriculture, Forestry, Horticulture and Veterinary Medicine')",ABOUT
"('r3d100013641', '20701 Soil Sciences')",ABOUT
"('r3d100013641', '23 Agriculture, Forestry, Horticulture and Veterinary Medicine')",ABOUT
"('r3d100013641', '3 Natural Sciences')",ABOUT
"('r3d100013641', '34 Geosciences (including Geography)')",ABOUT
"('r3d100013641', 'biogeochemistry')",CONTAINS
"('r3d100013641', 'carbon')",CONTAINS
"('r3d100013641', 'climate')",CONTAINS
"('r3d100013641', 'landscape')",CONTAINS
"('r3d100013641', 'soil')",CONTAINS
"('r3d100013641', 'Images')",HAS_CONTENT
"('r3d100013641', 'Scientific and statistical data formats')",HAS_CONTENT
"('r3d100013641', 'Standard office documents')",HAS_CONTENT
"('r3d100013641', 'other')",HAS_CONTENT
"('r3d100013641', 'dataProvider')",HAS_PROVIDER_TYPE
